Open,High,Low,Close,Adj Close,Volume
4341.740234375,4357.39990234375,4316.490234375,4320.06005859375,4320.06005859375,3349570000
4310.6201171875,4338.509765625,4302.7001953125,4337.43994140625,4337.43994140625,3195650000
4312.8798828125,4313.009765625,4265.97998046875,4273.52978515625,4273.52978515625,3472340000
4282.6298828125,4292.06982421875,4238.6298828125,4274.509765625,4274.509765625,3875880000
4269.64990234375,4317.27001953125,4264.3798828125,4299.7001953125,4299.7001953125,3846230000
4328.18017578125,4333.14990234375,4274.85986328125,4288.0498046875,4288.0498046875,3865960000
4284.52001953125,4300.580078125,4260.2099609375,4288.39013671875,4288.39013671875,3938660000
4269.75,4281.14990234375,4216.4501953125,4229.4501953125,4229.4501953125,3953830000
4233.830078125,4268.5,4220.47998046875,4263.75,4263.75,3777600000
4259.31005859375,4267.1298828125,4225.91015625,4258.18994140625,4258.18994140625,3581470000
4234.7900390625,4324.10009765625,4219.5498046875,4308.5,4308.5,3902030000
4289.02001953125,4341.72998046875,4283.7900390625,4335.66015625,4335.66015625,3174630000
4339.75,4385.4599609375,4339.64013671875,4358.240234375,4358.240234375,3520240000
4366.58984375,4378.64013671875,4345.33984375,4376.9501953125,4376.9501953125,3601660000
4380.93994140625,4385.85009765625,4325.43017578125,4349.60986328125,4349.60986328125,3713140000
4360.490234375,4377.10009765625,4311.97021484375,4327.77978515625,4327.77978515625,3566560000
4342.3701171875,4383.330078125,4342.3701171875,4373.6298828125,4373.6298828125,3409960000
4345.22998046875,4393.56982421875,4337.5400390625,4373.2001953125,4373.2001953125,3794850000
4357.35009765625,4364.2001953125,4303.83984375,4314.60009765625,4314.60009765625,3686030000
4321.35986328125,4339.5400390625,4269.68994140625,4278.0,4278.0,3969730000
4273.85009765625,4276.56005859375,4223.02978515625,4224.16015625,4224.16015625,4004030000
4210.39990234375,4255.83984375,4189.22021484375,4217.0400390625,4217.0400390625,3776100000
4235.7900390625,4259.3798828125,4219.43017578125,4247.68017578125,4247.68017578125,3821820000
4232.419921875,4232.419921875,4181.419921875,4186.77001953125,4186.77001953125,3869370000
4175.990234375,4183.60009765625,4127.89990234375,4137.22998046875,4137.22998046875,4277640000
4152.93017578125,4156.7001953125,4103.77978515625,4117.3701171875,4117.3701171875,4019500000
4139.39013671875,4177.47021484375,4132.93994140625,4166.81982421875,4166.81982421875,3911140000
4171.330078125,4195.5498046875,4153.1201171875,4193.7998046875,4193.7998046875,4249470000
4201.27001953125,4245.64013671875,4197.740234375,4237.85986328125,4237.85986328125,4224900000
4268.259765625,4319.72021484375,4268.259765625,4317.77978515625,4317.77978515625,4669780000
4334.22998046875,4373.6201171875,4334.22998046875,4358.33984375,4358.33984375,4570960000
4364.27001953125,4372.2099609375,4347.52978515625,4365.97998046875,4365.97998046875,3656340000
4366.2099609375,4386.259765625,4355.41015625,4378.3798828125,4378.3798828125,3791230000
4384.3701171875,4391.2001953125,4359.759765625,4382.77978515625,4382.77978515625,3729510000
4391.41015625,4393.39990234375,4343.93994140625,4347.35009765625,4347.35009765625,3900780000
4364.14990234375,4418.02978515625,4353.33984375,4415.240234375,4415.240234375,3665080000
4406.66015625,4421.759765625,4393.81982421875,4411.5498046875,4411.5498046875,3326240000
4458.97021484375,4508.669921875,4458.97021484375,4495.7001953125,4495.7001953125,4700350000
4505.2998046875,4521.169921875,4495.31005859375,4502.8798828125,4502.8798828125,4347170000
4497.080078125,4511.990234375,4487.830078125,4508.240234375,4508.240234375,3964520000
4509.5498046875,4520.1201171875,4499.66015625,4514.02001953125,4514.02001953125,3777240000
4511.7001953125,4557.10986328125,4510.35986328125,4547.3798828125,4547.3798828125,3644790000
4538.77001953125,4542.14013671875,4525.509765625,4538.18994140625,4538.18994140625,3511080000
4553.0400390625,4568.43017578125,4545.0498046875,4556.6201171875,4556.6201171875,3042810000
4555.83984375,4560.31005859375,4552.7998046875,4559.33984375,4559.33984375,1639500000
4554.85986328125,4560.52001953125,4546.31982421875,4550.43017578125,4550.43017578125,3403990000
4545.5498046875,4568.14013671875,4540.509765625,4554.89013671875,4554.89013671875,3586240000
4571.83984375,4587.64013671875,4547.14990234375,4550.580078125,4550.580078125,4418760000
4554.8701171875,4569.89013671875,4537.240234375,4567.7998046875,4567.7998046875,5399300000
4559.43017578125,4599.39013671875,4554.7099609375,4594.6298828125,4594.6298828125,4397120000
4564.3701171875,4572.3701171875,4546.72021484375,4569.77978515625,4569.77978515625,4369910000
4557.25,4578.56005859375,4551.68017578125,4567.18017578125,4567.18017578125,3909950000
4586.22998046875,4590.740234375,4546.5,4549.33984375,4549.33984375,4245680000
4568.83984375,4590.919921875,4565.22021484375,4585.58984375,4585.58984375,3818880000
4576.2001953125,4609.22998046875,4574.06005859375,4604.3701171875,4604.3701171875,3707010000
4593.39013671875,4623.7099609375,4593.39013671875,4622.43994140625,4622.43994140625,3823210000
4618.2998046875,4643.93017578125,4608.08984375,4643.7001953125,4643.7001953125,3808380000
4646.2001953125,4709.68994140625,4643.22998046875,4707.08984375,4707.08984375,5063650000
4721.0400390625,4738.56982421875,4694.33984375,4719.5498046875,4719.5498046875,6314040000
4714.22998046875,4725.52978515625,4704.68994140625,4719.18994140625,4719.18994140625,8218980000
4725.580078125,4749.52001953125,4725.580078125,4740.56005859375,4740.56005859375,4060340000
4743.72021484375,4768.68994140625,4743.72021484375,4768.3701171875,4768.3701171875,4026970000
4764.72998046875,4778.009765625,4697.81982421875,4698.35009765625,4698.35009765625,4201320000
4724.2900390625,4748.7099609375,4708.35009765625,4746.75,4746.75,3431180000
4753.919921875,4772.93994140625,4736.77001953125,4754.6298828125,4754.6298828125,3046770000
4758.85986328125,4784.72021484375,4758.4501953125,4774.75,4774.75,2513910000
4773.4501953125,4785.39013671875,4768.89990234375,4781.580078125,4781.580078125,2748450000
4786.43994140625,4793.2998046875,4780.97998046875,4783.35009765625,4783.35009765625,2698860000
4782.8798828125,4788.43017578125,4751.990234375,4769.830078125,4769.830078125,3126060000
4745.2001953125,4754.330078125,4722.669921875,4742.830078125,4742.830078125,3743050000
4725.06982421875,4729.2900390625,4699.7099609375,4704.81005859375,4704.81005859375,3950760000
4697.419921875,4726.77978515625,4687.52978515625,4688.68017578125,4688.68017578125,3715480000
4690.56982421875,4721.490234375,4682.10986328125,4697.240234375,4697.240234375,3844370000
4703.7001953125,4764.5400390625,4699.81982421875,4763.5400390625,4763.5400390625,3742320000
4741.93017578125,4765.47021484375,4730.35009765625,4756.5,4756.5,3529960000
4759.93994140625,4790.7998046875,4756.2001953125,4783.4501953125,4783.4501953125,3498680000
4792.1298828125,4798.5,4739.580078125,4780.240234375,4780.240234375,3759890000
4791.18017578125,4802.39990234375,4768.97998046875,4783.830078125,4783.830078125,3486340000
4772.35009765625,4782.33984375,4747.1201171875,4765.97998046875,4765.97998046875,4260550000
4739.1298828125,4744.22998046875,4714.81982421875,4739.2099609375,4739.2099609375,3928600000
4760.10009765625,4785.7900390625,4740.56982421875,4780.93994140625,4780.93994140625,4019000000
4796.27978515625,4842.06982421875,4785.8701171875,4839.81005859375,4839.81005859375,4287200000
4853.419921875,4868.41015625,4844.0498046875,4850.43017578125,4850.43017578125,4297610000
4856.7998046875,4866.47998046875,4844.3701171875,4864.60009765625,4864.60009765625,3912800000
4888.56005859375,4903.68017578125,4865.93994140625,4868.5498046875,4868.5498046875,4330030000
4886.66015625,4898.14990234375,4869.33984375,4894.16015625,4894.16015625,4020430000
4888.91015625,4906.68994140625,4881.47021484375,4890.97021484375,4890.97021484375,3353400000
4892.9501953125,4929.31005859375,4887.39990234375,4927.93017578125,4927.93017578125,3525160000
4925.89013671875,4931.08984375,4916.27001953125,4924.97021484375,4924.97021484375,3836130000
4899.18994140625,4906.75,4845.14990234375,4845.64990234375,4845.64990234375,4696120000
